CUSTNAME,GenderCode,CITY,CREDITCARD_TYPE,CUST_ID,ORDER_ID,ORDER_DATE,ORDER_TIME,AGE,T_TYPE,PURCHASE_TOUCHPOINT,PURCHASE_STATUS,GENERATION,portfolio_1,portfolio_2,portfolio_3,portfolio_4,portfolio_5,portfolio_6,portfolio_7,portfolio_8,portfolio_9,portfolio_10,portfolio_11,portfolio_12,portfolio_13,portfolio_14,portfolio_15,portfolio_16,portfolio_17,portfolio_18,portfolio_19,portfolio_20,portfolio_21,portfolio_22,portfolio_23,portfolio_24,portfolio_25,portfolio_26,portfolio_27,portfolio_28,portfolio_29
Harold Magee        ,Mr.,Ashland,American Express,10155,2983,2016-08-03 00:00:00.000,2016.8.3 17:27,40,Complete,Phone,Occasional,Gen_Y,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Harold Magee        ,Mr.,Ashland,American Express,10155,5455,2016-08-31 00:00:00.000,2016.8.31 19:17,40,Complete,Phone,Occasional,Gen_Y,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Harold Magee        ,Mr.,Ashland,American Express,10155,8471,2016-04-07 00:00:00.000,2016.4.7 8:47,40,Abandoned,Phone,Occasional,Gen_Y,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Harold Magee        ,Mr.,Ashland,American Express,10155,8974,2016-12-25 00:00:00.000,2016.12.25 9:32,40,Complete,Phone,Occasional,Gen_Y,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Melba Whitehead     ,Mrs.,Asquith,American Express,10159,601,2016-11-03 00:00:00.000,2016.11.3 8:44,53,Complete,Phone,Occasional,Baby_Boomers,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Melba Whitehead     ,Mrs.,Asquith,American Express,10159,810,2016-05-11 00:00:00.000,2016.5.11 5:11,53,Complete,Phone,Occasional,Baby_Boomers,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Melba Whitehead     ,Mrs.,Asquith,American Express,10159,3072,2016-11-03 00:00:00.000,2016.11.3 19:43,53,Complete,Phone,Occasional,Baby_Boomers,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Melba Whitehead     ,Mrs.,Asquith,American Express,10159,4170,2016-10-26 00:00:00.000,2016.10.26 20:07,53,Cancelled,Phone,Occasional,Baby_Boomers,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Melba Whitehead     ,Mrs.,Asquith,American Express,10159,7795,2016-05-06 00:00:00.000,2016.5.6 9:11,53,Complete,Phone,Occasional,Baby_Boomers,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Ivan Case           ,Mr.,Athens,Diners Club,10163,1566,2016-11-09 00:00:00.000,2016.11.9 17:33,27,Complete,Desktop,FirstTime,Gen_Y,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
Ivan Case           ,Mr.,Athens,Diners Club,10163,1740,2016-06-11 00:00:00.000,2016.6.11 15:36,27,In-Progress,Phone,FirstTime,Gen_Y,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,1
Bob Davenport       ,Mr.,Atlanta,Discover,10167,1901,2016-09-12 00:00:00.000,2016.9.12 6:11,NA,Complete,Phone,Frequent,Gen_Z,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1
Jennifer Howard     ,Mrs.,Atlanta,Discover,10171,2171,2016-05-01 00:00:00.000,2016.5.1 16:58,NA,Complete,Phone,FirstTime,Gen_Z,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jennifer Howard     ,Mrs.,Atlanta,Discover,10171,7867,2016-06-26 00:00:00.000,2016.6.26 15:29,NA,Cancelled,Phone,FirstTime,Gen_Z,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jennifer Howard     ,Mrs.,Atlanta,Discover,10171,8182,2016-04-26 00:00:00.000,2016.4.26 2:22,NA,Complete,Phone,FirstTime,Gen_Z,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Jana Hall           ,Mrs.,Atlantic City,American Express,10179,5684,2016-01-24 00:00:00.000,2016.1.24 23:13,30,Complete,Phone,Occasional,Gen_Y,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Jana Hall           ,Mrs.,Atlantic City,American Express,10179,8402,2016-12-07 00:00:00.000,2016.12.7 8:43,30,In-Progress,Phone,Occasional,Gen_Y,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arlene Cruz         ,Mrs.,Auburn,JCB,10183,2269,2016-04-02 00:00:00.000,2016.4.2 23:32,35,Complete,Phone,Occasional,Gen_Y,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Arlene Cruz         ,Mrs.,Auburn,JCB,10183,6950,2016-05-11 00:00:00.000,2016.5.11 21:27,35,Complete,Phone,Occasional,Gen_Y,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mildred Carey       ,Mrs.,Aulnay-sous-bois,American Express,10187,1385,2016-06-09 00:00:00.000,2016.6.9 18:50,75,Cancelled,Desktop,Frequent,Baby_Boomers,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
Mildred Carey       ,Mrs.,Aulnay-sous-bois,American Express,10187,2039,2016-09-10 00:00:00.000,2016.9.10 20:27,75,Complete,Desktop,Frequent,Baby_Boomers,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
Mildred Carey       ,Mrs.,Aulnay-sous-bois,American Express,10187,2961,2016-09-12 00:00:00.000,2016.9.12 6:11,75,Complete,Phone,Frequent,Baby_Boomers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
Mildred Carey       ,Mrs.,Aulnay-sous-bois,American Express,10187,3576,2016-04-09 00:00:00.000,2016.4.9 19:27,75,Complete,Desktop,Frequent,Baby_Boomers,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,1
Yasmin Cole         ,Mrs.,Austin,VISA,10195,1210,2016-08-01 00:00:00.000,2016.8.1 15:29,68,Complete,Desktop,Occasional,Baby_Boomers,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1
Yasmin Cole         ,Mrs.,Austin,VISA,10195,1562,2016-09-30 00:00:00.000,2016.9.30 18:57,68,Abandoned,Desktop,Occasional,Baby_Boomers,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yasmin Cole         ,Mrs.,Austin,VISA,10195,1950,2016-06-26 00:00:00.000,2016.6.26 15:29,68,Complete,Desktop,Occasional,Baby_Boomers,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0
Yasmin Cole         ,Mrs.,Austin,VISA,10195,4525,2016-11-03 00:00:00.000,2016.11.3 8:44,68,Complete,Desktop,Occasional,Baby_Boomers,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,1,1,0
Yasmin Cole         ,Mrs.,Austin,VISA,10195,7524,2016-03-16 17:47:25.000,2016.3.16 17:47,68,Complete,Desktop,Occasional,Baby_Boomers,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
Jodi Bugg           ,Mrs.,Avio,American Express,10203,1078,2016-08-03 00:00:00.000,2016.8.3 17:27,38,Complete,Phone,Occasional,Gen_Y,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Jodi Bugg           ,Mrs.,Avio,American Express,10203,7969,2016-11-19 00:00:00.000,2016.11.19 4:34,38,Complete,Phone,Occasional,Gen_Y,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Henry Williams      ,Mr.,Back Plains,American Express,10207,8579,2016-02-05 00:00:00.000,2016.2.5 9:25,70,Complete,Desktop,Occasional,Baby_Boomers,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Allen Rice          ,Mr.,Badia Di Cava De Tirreni,VISA,10211,3605,2016-03-16 17:47:25.000,2016.3.16 17:47,NA,In-Progress,Phone,FirstTime,Gen_Z,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Allen Rice          ,Mr.,Badia Di Cava De Tirreni,VISA,10211,4985,2016-04-26 00:00:00.000,2016.4.26 2:22,NA,Complete,Phone,FirstTime,Gen_Z,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
Allen Rice          ,Mr.,Badia Di Cava De Tirreni,VISA,10211,7014,2016-01-03 00:00:00.000,2016.1.3 15:47,NA,Abandoned,Phone,FirstTime,Gen_Z,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Bradford Claassen   ,Mr.,Bagnasco,JCB,10215,28,2016-06-11 00:00:00.000,2016.6.11 15:36,NA,Complete,Phone,FirstTime,Gen_Z,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bradford Claassen   ,Mr.,Bagnasco,JCB,10215,9132,2016-03-16 17:47:25.000,2016.3.16 17:47,NA,Complete,Phone,FirstTime,Gen_Z,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1
Elizabeth Turner    ,Mrs.,Baia Del Re,American Express,10219,2700,2016-03-16 17:47:25.000,2016.3.16 17:47,age-45,Complete,Phone,Occasional,Gen_Z,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Elizabeth Turner    ,Mrs.,Baia Del Re,American Express,10219,5899,2016-06-29 00:00:00.000,2016.6.29 16:50,age-45,Complete,Desktop,Occasional,Gen_Z,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dwight Armenta      ,Mr.,Bakersfield,Diners Club,10223,3590,2016-06-23 00:00:00.000,2016.6.23 15:29,age-24,Complete,Phone,FirstTime,Gen_Z,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dwight Armenta      ,Mr.,Bakersfield,Diners Club,10223,4750,2016-01-20 00:00:00.000,2016.1.20 22:39,age-24,Complete,Phone,FirstTime,Gen_Z,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dwight Armenta      ,Mr.,Bakersfield,Diners Club,10223,6558,2016-05-18 00:00:00.000,2016.5.18 23:58,age-24,Complete,Phone,FirstTime,Gen_Z,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michael Pritchard   ,Mr.,Balliang,Diners Club,10227,2083,2016-03-31 00:00:00.000,2016.3.31 18:57,36,Complete,Phone,Occasional,Gen_Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Michael Pritchard   ,Mr.,Balliang,Diners Club,10227,3492,2016-12-28 00:00:00.000,2016.12.28 4:44,36,In-Progress,Phone,Occasional,Gen_Y,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Elizabeth Martinez  ,Mrs.,Baltimore,Diners Club,10231,569,2016-02-06 00:00:00.000,2016.2.6 13:07,73,Complete,Desktop,Frequent,Baby_Boomers,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
Elizabeth Martinez  ,Mrs.,Baltimore,Diners Club,10231,1479,2016-03-16 17:47:25.000,2016.3.16 17:47,73,Complete,Desktop,Frequent,Baby_Boomers,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
Mary Bates          ,Mrs.,Baltimore,Diners Club,10235,1511,2016-09-10 00:00:00.000,2016.9.10 20:27,NA,Complete,Phone,Occasional,Gen_Z,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Mary Bates          ,Mrs.,Baltimore,Diners Club,10235,4669,2016-06-09 00:00:00.000,2016.6.9 18:50,NA,Complete,Desktop,Occasional,Gen_Z,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mandy Fernandez     ,Mrs.,Banora Point,Master Card,10239,5977,2016-06-11 00:00:00.000,2016.6.11 15:36,42,Complete,Phone,Occasional,Gen_X,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Megan Mauro         ,Mrs.,Barnwell,VISA,10243,8013,2016-03-14 00:00:00.000,2016.3.14 2:22,48,In-Progress,Phone,Occasional,Gen_X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
John Riley          ,Mr.,Barsbittel,Discover,10247,1401,2016-08-03 00:00:00.000,2016.8.3 17:27,40,Abandoned,Phone,Occasional,Gen_Y,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Felix Myers         ,Mr.,Bassacutena,VISA,10251,4555,2016-03-04 00:00:00.000,2016.3.4 2:25,52,Complete,Phone,Occasional,Baby_Boomers,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Felix Myers         ,Mr.,Bassacutena,VISA,10251,6092,2016-08-19 00:00:00.000,2016.8.19 1:34,52,Complete,Phone,Occasional,Baby_Boomers,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Felix Myers         ,Mr.,Bassacutena,VISA,10251,6612,2016-05-11 00:00:00.000,2016.5.11 21:27,52,Complete,Phone,Occasional,Baby_Boomers,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Frank Westra        ,Mr.,Baton Rouge,VISA,10259,1784,2016-04-10 00:00:00.000,2016.4.10 22:47,24,Cancelled,Phone,FirstTime,Gen_Y,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
Frank Westra        ,Mr.,Baton Rouge,VISA,10259,8175,2016-02-29 00:00:00.000,2016.2.29 22:39,24,In-Progress,Phone,FirstTime,Gen_Y,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Jack Owens          ,Mr.,Beasain,Discover,10263,6966,2016-04-13 00:00:00.000,2016.4.13 23:47,69,Complete,Desktop,Frequent,Baby_Boomers,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1
Therese Pickering   ,Mrs.,Belfield,American Express,10271,5712,2016-03-28 00:00:00.000,2016.3.28 23:58,31,Complete,Phone,Occasional,Gen_Y,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Therese Pickering   ,Mrs.,Belfield,American Express,10271,9180,2016-04-06 00:00:00.000,2016.4.6 13:07,31,Cancelled,Phone,Occasional,Gen_Y,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Robert Ojeda        ,Mr.,Belleville,JCB,10275,1998,2016-01-24 00:00:00.000,2016.1.24 23:13,76,Complete,Desktop,Occasional,Baby_Boomers,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
Robert Ojeda        ,Mr.,Belleville,JCB,10275,4110,2016-10-07 00:00:00.000,2016.10.7 21:33,76,Complete,Desktop,Occasional,Baby_Boomers,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Thomas Farris       ,Mr.,Beltsville,Diners Club,10283,1379,2016-11-03 00:00:00.000,2016.11.3 8:44,68,Complete,Desktop,Frequent,Baby_Boomers,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
Thomas Farris       ,Mr.,Beltsville,Diners Club,10283,5101,2016-09-12 00:00:00.000,2016.9.12 6:11,68,Complete,Desktop,Frequent,Baby_Boomers,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
Thomas Farris       ,Mr.,Beltsville,Diners Club,10283,6946,2016-01-28 00:00:00.000,2016.1.28 13:13,68,Complete,Desktop,Frequent,Baby_Boomers,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
Thomas Farris       ,Mr.,Beltsville,Diners Club,10283,8061,2016-03-16 17:47:25.000,2016.3.16 17:47,68,Complete,Desktop,Frequent,Baby_Boomers,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Joseph Shafer       ,Mr.,Beltsville,JCB,10287,7392,2016-05-30 00:00:00.000,2016.5.30 17:27,72,Cancelled,Desktop,FirstTime,Baby_Boomers,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Hoyt Ramos          ,Mr.,Bend,Master Card,10291,878,2016-11-12 00:00:00.000,2016.12.12 3:19,79,Complete,Desktop,Frequent,Baby_Boomers,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
Hoyt Ramos          ,Mr.,Bend,Master Card,10291,6252,2016-08-25 00:00:00.000,2016.8.25 16:39,79,Complete,Desktop,Frequent,Baby_Boomers,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
Jodi Stanley        ,Mrs.,Bensalem,JCB,10295,383,2016-03-28 00:00:00.000,2016.3.28 2:22,48,Complete,Phone,Occasional,Gen_X,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jodi Stanley        ,Mrs.,Bensalem,JCB,10295,1426,2016-03-16 17:47:25.000,2016.3.16 17:47,48,Complete,Phone,Occasional,Gen_X,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Jodi Stanley        ,Mrs.,Bensalem,JCB,10295,9065,2016-08-23 00:00:00.000,2016.8.23 22:47,48,In-Progress,Phone,Occasional,Gen_X,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Betty Grimes        ,Mrs.,Berchtesgaden,Diners Club,10299,1053,2016-03-16 17:47:25.000,2016.3.16 17:47,41,Complete,Phone,Occasional,Gen_Y,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Betty Grimes        ,Mrs.,Berchtesgaden,Diners Club,10299,7316,2016-05-11 00:00:00.000,2016.5.11 21:27,41,In-Progress,Phone,Occasional,Gen_Y,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Betty Grimes        ,Mrs.,Berchtesgaden,Diners Club,10299,7953,2016-04-09 00:00:00.000,2016.4.9 19:27,41,Complete,Phone,Occasional,Gen_Y,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Betty Grimes        ,Mrs.,Berchtesgaden,Diners Club,10299,8809,2016-04-07 00:00:00.000,2016.4.7 8:47,41,Complete,Phone,Occasional,Gen_Y,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tony Brooks         ,Mr.,Bergotto,American Express,10303,4184,2016-04-30 00:00:00.000,2016.4.30 1:02,22,Complete,Phone,Occasional,Gen_Z,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
Tony Brooks         ,Mr.,Bergotto,American Express,10303,4755,2016-03-16 17:47:25.000,2016.3.16 17:47,22,Complete,Phone,Occasional,Gen_Z,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
Tony Brooks         ,Mr.,Bergotto,American Express,10303,7349,2016-08-17 00:00:00.000,2016.8.17 6:19,22,Complete,Phone,Occasional,Gen_Z,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
Michael Reed        ,Mr.,Besnate,Discover,10307,748,2016-09-12 00:00:00.000,2016.9.12 6:11,NA,Complete,Phone,Occasional,Gen_Z,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michael Reed        ,Mr.,Besnate,Discover,10307,3771,2016-01-20 00:00:00.000,2016.1.20 22:39,NA,Complete,Phone,Occasional,Gen_Z,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0
Michael Reed        ,Mr.,Besnate,Discover,10307,3922,2016-04-26 00:00:00.000,2016.4.26 2:22,NA,Complete,Phone,Occasional,Gen_Z,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
Michael Reed        ,Mr.,Besnate,Discover,10307,7488,2016-03-16 17:47:25.000,2016.3.16 17:47,NA,Complete,Phone,Occasional,Gen_Z,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Rosemary Herbert    ,Mrs.,Beverly Hills,American Express,10311,5766,2016-10-07 00:00:00.000,2016.10.7 21:33,40,Complete,Phone,Occasional,Gen_Y,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Judy Larkin         ,Mrs.,Biancade,Diners Club,10315,4576,2016-10-22 00:00:00.000,2016.10.22 8:19,NA,Complete,Phone,Occasional,Gen_Z,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Judy Larkin         ,Mrs.,Biancade,Diners Club,10315,6060,2016-09-30 00:00:00.000,2016.9.30 18:57,NA,Complete,Desktop,Occasional,Gen_Z,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
Judy Hopping        ,Mrs.,Biarritz,Master Card,10319,3624,2016-05-19 00:00:00.000,2016.5.19 20:47,26,Complete,Phone,Occasional,Gen_Y,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
Judy Hopping        ,Mrs.,Biarritz,Master Card,10319,4581,2016-04-29 00:00:00.000,2016.4.29 20:59,26,Complete,Phone,Occasional,Gen_Y,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Judy Hopping        ,Mrs.,Biarritz,Master Card,10319,6362,2016-10-22 00:00:00.000,2016.10.22 17:33,26,Complete,Phone,Occasional,Gen_Y,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
Judy Hopping        ,Mrs.,Biarritz,Master Card,10319,6931,2016-05-18 00:00:00.000,2016.5.18 23:58,26,Complete,Phone,Occasional,Gen_Y,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1
Joseph Rogers       ,Mr.,Biebrich,Diners Club,10323,1685,2016-11-11 00:00:00.000,2016.11.11 21:47,NA,In-Progress,Phone,FirstTime,Gen_Z,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joseph Rogers       ,Mr.,Biebrich,Diners Club,10323,8207,2016-12-16 00:00:00.000,2016.12.16 7:32,NA,Complete,Desktop,FirstTime,Gen_Z,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
James Sales         ,Miss.,Billings,VISA,10327,738,2016-01-28 00:00:00.000,2016.1.28 13:13,65,Complete,Desktop,Frequent,Baby_Boomers,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
James Sales         ,Miss.,Billings,VISA,10327,758,2016-12-25 00:00:00.000,2016.12.25 6:12,65,Complete,Desktop,Frequent,Baby_Boomers,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
James Sales         ,Miss.,Billings,VISA,10327,6887,2016-08-17 00:00:00.000,2016.8.17 6:19,65,Complete,Desktop,Frequent,Baby_Boomers,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,0,1,0,1
James Sales         ,Miss.,Billings,VISA,10327,7923,2016-03-04 00:00:00.000,2016.3.4 2:25,65,Complete,Desktop,Frequent,Baby_Boomers,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1
James Sales         ,Miss.,Billings,VISA,10327,8518,2016-10-22 00:00:00.000,2016.10.22 8:19,65,In-Progress,Desktop,Frequent,Baby_Boomers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0
Charles Pickett     ,Mr.,Birch Creek,Discover,10331,1944,2016-11-17 00:00:00.000,2016.11.17 17:43,64,Abandoned,Phone,Occasional,Baby_Boomers,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Margaret Shelton    ,Mrs.,Birmingham,Discover,10335,235,2016-01-23 00:00:00.000,2016.1.23 18:23,45,Complete,Phone,Occasional,Gen_X,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
